Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet
Negative,0.923,1585274047742545922,0.9230729,0.057438925,0.019488102,"🇫🇷 DRAME I Hier, un conducteur de poids lourd, âgé de 21ans, a percuté 5 véhicules, dont 2 de la gendarmerie, sur l’#A13.

👉 Le bilan de la tragédie s’élève à la mort d’un #gendarme et de 7 blessés, dont un gendarme avec un pronostic vital engagé.

(FranceInfo) #SécuritéRoutière",2022-10-26 14:16:00
Negative,0.762,1585265986734784517,0.7615865,0.14546983,0.092943564,"🇮🇷 FLASH | Une foule immense marche vers le cimetière de la ville de #Saqqez en #Iran pour rendre hommage à Mahsa #Amini, tuée il y a 40 jours par la police des mœurs pour avoir ""mal porté"" son foulard.

(@Pouriazeraati) #MahsaAmini
https://t.co/D2K7PSFwoj",2022-10-26 13:43:58
Neutral,0.865,1585230456395554817,0.049531873,0.8646011,0.08586693,"🎮🇺🇸 FLASHBACK | Il y a 18 ans jour pour jour, aux #USA, sortait #GTA San Andreas sur #PS2.

(CF) #Souvenirs https://t.co/hB0FSlYcVz",2022-10-26 11:22:47
Positive,0.479,1585218045059932161,0.07622788,0.44485962,0.47891265,"🇩🇪FLASH | L'#Allemagne est en passe de légaliser le #cannabis à usage récréatif pour les adultes.

(AFP) #Marijuana https://t.co/M58f6ihwYR",2022-10-26 10:33:28
Negative,0.813,1585208499209912321,0.81257886,0.14051694,0.0469041,"🇫🇷 FLASH | Hier, deux adolescents de 15 et 17 ans ont été #électrisés alors qu’ils se trouvaient sur le toit d’un #wagon à marchandises. 

👉 Ils auraient reçu une décharge de 25000 volts. Leur pronostic vital est engagé. 

(Le Parisien) #LoireAtlantique",2022-10-26 09:55:32
Negative,0.896,1585198743229501440,0.8957316,0.083208814,0.021059599,"🇫🇷 FLASH | Un enfant de 7 ans est décédé hier à #Sancourt après s'être étouffé en mangeant un #babybel entier. 

(BFMTV) #Drame",2022-10-26 09:16:46
Positive,0.649,1585195781103001600,0.032379795,0.31895456,0.64866567,"🍕🍝 BON PLAN | La chaîne de restauration italienne #DelArte lance un abonnement mensuel à 35 euros afin de pouvoir manger tous les jours au restaurant.

👉 L'offre ne comprend pas les boissons, desserts et cafés.

(BFMTV) #Business",2022-10-26 09:05:00
Negative,0.903,1584991460939776000,0.9033813,0.073683314,0.02293537,"🇫🇷🚒 INSOLITE | L’enseigne de #jouets La Grande Recrée rappelle un camion de pompier pour enfants pour risque d’incendie. 

(RappelConso) #pyromane",2022-10-25 19:33:06
Neutral,0.525,1584966303537848320,0.10884814,0.5248208,0.366331,"🇷🇺 FLASH I La #Russie a informé les #ÉtatsUnis que ses exercices nucléaires annuels avaient commencé. À partir de mercredi des missiles à capacité nucléaire seront lancés par les Russes.

(CBS) #Géostratégie",2022-10-25 17:53:08
Negative,0.774,1584952175205154818,0.7738483,0.17824265,0.047908984,"🇺🇸 FLASH I Après la rupture de son contrat avec #Adidas pour des propos antisémites, Kanye #West n’est plus milliardaire.

(Forbes) #Ye",2022-10-25 16:57:00
Negative,0.935,1584948314348191746,0.9353594,0.04977007,0.014870556,"🇺🇸 FLASH | Un enfant de 4 ans est décédé après avoir mangé trop de pastilles à base de #marijuana en #Virginie. La mère vient d’être inculpée pour sa mort.

(BFMTV) #drogue",2022-10-25 16:41:39
Negative,0.59,1584947691238395907,0.5902282,0.32403937,0.08573245,"RT @CerfiaFoot: 🚨🎥 Netflix annonce un documentaire sur la corruption à la FIFA ! 💸

FIFA : Ballon rond et corruption, le 9 novembre. ⚽️

ht…",2022-10-25 16:39:11
Negative,0.616,1584945381774852096,0.61575997,0.2715856,0.11265445,"🌪️🇫🇷 FLASH | Des rafales de vent ont atteint 270 km/h lors de la #tornade à #Bihucourt dimanche soir.

👉 C'est la plus forte tornade enregistrée en #France depuis près de 10 ans.

(Keraunos) #FaitsDivers

https://t.co/8OXy7UdoN5",2022-10-25 16:30:00
Negative,0.879,1584940953336520704,0.87888074,0.08586476,0.035254475,"🇩🇪 FLASH | Neuf activistes climatiques se sont collés au sol dans un garage #Porsche.
En fin de journée, le patron a éteint la lumière et le chauffage.

👉 À la réouverture, 42 heures après, les activistes ont été libérés par la police avant d'être interpellés.

(Blick) #LâcheÇa",2022-10-25 16:12:24
Negative,0.433,1584940499776978946,0.43293953,0.22187708,0.34518352,"RT @CerfiaFoot: 🇫🇷🙏 Bordel Samuel Umtiti… MERCI 😢

(TT/ football_best_of__) https://t.co/0tavloCtes",2022-10-25 16:10:36
Negative,0.509,1584916944716812289,0.5092193,0.23245819,0.25832254,"📺 On avait connu les #Targaryen avec la reine #Daenerys, retour sur leur dynastie maudite à l’occasion du dernier épisode de la saison 1 de House of the Dragon (spoilers) :

https://t.co/lApgeDISPU",2022-10-25 14:37:00
Negative,0.944,1584907087984852997,0.9436186,0.03483706,0.021544412,"🇫🇷 FLASH | Le #policier stagiaire de 25 ans, auteur du tir qui a couté la vie à un conducteur qui avait refusé d’obtempérer le 14 octobre dernier, déclare regretter « terriblement » son geste. 

(LeParisien) #Justice",2022-10-25 13:57:50
Neutral,0.504,1584903476508823553,0.0771308,0.5039633,0.41890594,RT @CerfiaFoot: 🚨🇵🇸 Les supporters qui arboreront un drapeau palestinien ce soir au Parc des Princes lors de la rencontre face à Haifa pour…,2022-10-25 13:43:29
Negative,0.492,1584885727539515393,0.49201745,0.38985252,0.11813,"❓📲 DÉBAT I Êtes-vous pour interdire l’anonymat sur les réseaux sociaux ? 

#CFSondage",2022-10-25 12:32:57
Negative,0.835,1584878548556423168,0.8348535,0.0953829,0.06976356,"🇫🇷 FLASH | Le #gouvernement envisage d'imposer la carte bleue en payant ""zéro ou un euro"" pour bloquer l'accès aux mineurs aux sites #pornos.

(BFMTV) #Pignouf",2022-10-25 12:04:26
Negative,0.931,1584873554176348161,0.9311522,0.046137568,0.022710282,"🇺🇸 FLASH | #Adidas annonce rompre son contrat avec Kanye #West après ses propos à l'encontre de la communauté juive.

👉 La marque déclare ne pas tolérer ""l'antisémitisme et tout autre type de discours de haine"".  

(Adidas) #KanyeWest https://t.co/FzRmBwK6rx",2022-10-25 11:44:35
Negative,0.938,1584867980294356993,0.93846774,0.04130851,0.020223897,"🇮🇷 FLASH | Amou #Haji, « l’homme le plus sale du monde » est mort à 94 ans. La légende raconte qu’il ne s’était pas #lavé pendant plus de cinquante ans par crainte de tomber malade. 

(Le Parisien) #Iran",2022-10-25 11:22:26
Negative,0.859,1584832147118084097,0.8589729,0.09855198,0.042475004,"🇫🇷⚖️ FLASH | À #Paris un #pédophile de 59 ans a été remis en liberté sous contrôle judiciaire dans l’attente de son procès. 

👉 Il est accusé d’avoir commis trois agressions sexuelles sur des mineurs dans le métro parisien.

(Le Parisien) #Justice",2022-10-25 09:00:03
Negative,0.891,1584826849502248961,0.89059925,0.08701747,0.02238327,"🇺🇸 INSOLITE | Le président Joe #Biden, qui aura 80 ans le mois prochain, s'est perdu dans les jardins de la Maison Blanche après une cérémonie. 
Ce sont des employés du palais présidentiel qui ont dû lui indiquer comment rentrer. 

(NYPost) #ÉtatsUnis",2022-10-25 08:39:00
Negative,0.774,1584822805794852865,0.77361786,0.19123544,0.035146695,"📱🚧 FLASH | Depuis ce matin #WhatsApp connaît une #panne dans plusieurs pays à travers le monde, dont la #France.

(DownDetector) #WhatsAppDown",2022-10-25 08:22:56
Negative,0.852,1584818272968605696,0.8524768,0.0972938,0.050229404,"🇫🇷🚬 FLASH | L’Alliance contre le #tabac demande l’interdiction immédiate des cigarettes éléctroniques #Puff.

(Le Parisien) #Addiction https://t.co/5zxUkNZGIk",2022-10-25 08:04:55
Negative,0.908,1584649928449658882,0.9084755,0.06545576,0.026068788,"🇫🇷 FLASH | Un père de famille a violemment tabassé un garçon, âgé de 16 ans, qu'il soupçonnait de s'être introduit chez lui et d'avoir agressé sexuellement sa fille de 6 ans. 

(BFMTV) #FaitsDivers",2022-10-24 20:55:58
Negative,0.933,1584635847244222471,0.9328604,0.051896706,0.0152429445,"🇺🇸 FLASH | Une #fusillade à fait deux #morts et sept #blessés dans un lycée du Missouri aux États-Unis. Le tireur, un homme d’une vingtaine d’années a été abattu par la police. 

(20 Minutes) #ÉtatsUnis",2022-10-24 20:00:01
Negative,0.557,1584632112552054784,0.5567815,0.2981642,0.14505437,"❓LE SAVIEZ-VOUS | On le voit partout et pourtant il n’existe pas, l'article 49-3. En effet, il convient d’écrire 49.3 ou 49 al. 3 qui signifie bien « article 49 alinéa 3 » de la #Constitution. Ainsi, écrire 49-3 reviendrait à parler d’un article qui en l’occurrence n’existe pas. https://t.co/oDOXNeRAsD",2022-10-24 19:45:11
Negative,0.941,1584622393036775425,0.94132304,0.032069728,0.026607297,"🇫🇷 INSOLITE | Des gueules de bois, voilà à quoi les pompiers ont été confrontés, ce matin, dans une école de #commerce  de #Lyon.
Alors qu’ils soupçonnaient une grave intoxication collective, les étudiants avaient juste trop bu la veille.

(LeProgrés) #NosEtudiantsOntDuTalent",2022-10-24 19:06:34
Neutral,0.538,1584613194118492162,0.20337492,0.5377921,0.25883302,"🇨🇳 Découverte des conditions de travail des employés de #SHEIN : « 18h/jour, 4 centimes/pièce ».
👉 Ils n’ont pas de week-end et n’ont qu’un seul jour de congé par mois :

https://t.co/QP7ygwkpq6",2022-10-24 18:30:00
Negative,0.928,1584613193032249344,0.9282538,0.056726694,0.015019446,"🇷🇺🇺🇦 FLASH | En #Russie, un présentateur de la célèbre chaîne de télé #RussiaToday a été démis de ses fonctions après avoir appelé à « brûler » les enfants ukrainiens. 

(LeParisien) #RussiaUkraineWar",2022-10-24 18:30:00
Negative,0.791,1584609417877594113,0.79056627,0.14062643,0.06880732,"🇫🇷 FLASH | Dimanche, un drone a déposé trois colis contenant de la drogue et des téléphones portables dans une cour de promenade de la prison de #Fresnes près de #Paris.

👉 Les colis ont été interceptés par les surveillants.

(BFMTV) #ValDeMarne",2022-10-24 18:15:00
Negative,0.784,1584599350545481728,0.7838268,0.16919981,0.04697334,"🇫🇷 FLASH | La deuxième motion de censure, déposée par le #RN, n'est pas adoptée comme la première de la #NUPES. La première partie du projet de loi de Finances pour 2023 est donc considérée adoptée.

(Direct) #MotionDeCensure",2022-10-24 17:35:00
Neutral,0.764,1584595214978715656,0.017831866,0.764113,0.21805517,"🎥🍿 CINÉMA | #Marvel a dévoilé le premier trailer du prochain Ant-Man et la guêpe : Quantumania.

👉 Le film sortira le 15 février 2023 en #France.

(Marvel) #AntManAndTheWasp
https://t.co/EP2L1AWqy8",2022-10-24 17:18:34
Negative,0.881,1584589413929164800,0.8809802,0.08945997,0.029559704,"🇫🇷 FLASH | La première motion de censure, déposée par la NUPES, n'a pas obtenu la majorité absolue à l'Assemblée nationale. Elle n'est donc pas adoptée.

(Direct) #MotionDeCensure",2022-10-24 16:55:31
Negative,0.911,1584580131347128323,0.91097057,0.0656783,0.023351135,"🇺🇸 FLASH | Aux États-Unis, un enfant de 9 ans a été retrouvé dans une #cage pour chien après y avoir été enfermé à l’intérieur toute une nuit par son père, sa belle mère et sa tante. 

👉 Une enquête a été ouverte pour maltraitance.

(BFMTV) #ÉtatsUnis",2022-10-24 16:18:38
Negative,0.912,1584576306834182147,0.91156894,0.07049581,0.01793522,RT @CerfiaFoot: 🚨 Un terroriste a été condamné à 3 ans de prison pour avoir essayé de faire un attentat au drone au Camp Nou lors d'un Clas…,2022-10-24 16:03:26
Positive,0.676,1584574893089136640,0.062289223,0.2612844,0.67642635,RT @CerfiaFoot: 🎥🔴 Un Youtubeur a réussi à s’incruster à la cérémonie du Ballon d’Or 2022 en se cachant dans les toilettes pendant 26 heure…,2022-10-24 15:57:49
Negative,0.902,1584571823806726144,0.90190905,0.060398027,0.03769284,"🇫🇷🇨🇭 FLASH | Afin d'éviter des poursuites pénales, Crédit #Suisse a accepté de payer 238 millions d'euros en #France. 

👉 La banque helvétique était visée par la justice française dans le cadre d’un dossier de fraude fiscale.

(France 24) #Justice",2022-10-24 15:45:37
Negative,0.929,1584560360518025217,0.92938954,0.049905706,0.020704662,"🇮🇱🇵🇸 FLASH | La Cour suprême d'#Israël a ordonné l'expulsion d'environ 1 200 Palestiniens de leurs villages en #Cisjordanie occupée.
Les #NationsUnies disent que cet ordre d’expulsion pourrait équivaloir à un crime de guerre.

(NewYorkTimes) #Palestine",2022-10-24 15:00:04
Negative,0.568,1584552956459991041,0.56773365,0.21031861,0.22194779,"🇫🇷 FLASH | Marine Le Pen annonce que le #RN votera la motion de censure déposée par la #NUPES. Sans autre ralliement majeur, elle ne serait tout de même pas adoptée. 

(Direct) #MotionDeCensure",2022-10-24 14:30:39
Neutral,0.737,1584533299585753088,0.08032732,0.73654395,0.18312863,"🚨🇬🇧 FLASH | Rishi #Sunak, ancien ministre britannique des Finances, est le nouveau Premier ministre. 

(France 24) #RoyaumeUni https://t.co/HwCi0AtGdl",2022-10-24 13:12:32
Positive,0.588,1584518820449902593,0.088018015,0.32404074,0.5879412,"🇪🇸 FLASH | À #Málaga, un cimetière musulman datant du XVe siècle a été découvert lors de la construction d'un l’hôtel appartenant à Gerard #Piqué. 

👉 L'entreprise chargée des travaux a annoncé que l'hôtel sera bel et bien construit sur ce terrain.  

(Marca) #Espagne",2022-10-24 12:15:00
Negative,0.902,1584514793179848704,0.902149,0.072169594,0.02568145,"🇷🇺🇺🇦 FLASH I La #Russie affirme que l’#Ukraine est dans la phase finale de la création d’une « bombe sale».

(AFP) #Guerre",2022-10-24 11:59:00
Negative,0.515,1584511018612424705,0.51509714,0.38175872,0.10314416,"🇬🇧 FLASH I Ce matin, des militants de #JustStopOil ont été filmés en train de jeter un gâteau sur la statue de cire du roi #Charles.

(The Spectator) #RoyaumeUni 

https://t.co/yWckX2kVyY",2022-10-24 11:44:00
Positive,0.71,1584506968026517504,0.04719398,0.24278904,0.71001697,"🇫🇷 FLASH I La ministre de la #TransitionÉnergétique souhaite, prochainement, mettre en place une « garantie électricité » qui permettra à l’#État de payer une « partie de la facture (d’#énergie) » des entreprises françaises. 

(BFMTV) #CriseÉnergétique",2022-10-24 11:27:54
Negative,0.821,1584501200744898561,0.82105887,0.100938305,0.07800283,"🇫🇷⚖️ FLASH | Vendredi dernier, la cour d'appel de #Paris s'est prononcée contre le droit de revendre les jeux vidéos dematérialisés. 

(BFMTV) #Justice",2022-10-24 11:04:59
Negative,0.907,1584492695414018049,0.9074108,0.07076394,0.021825174,"🇨🇱 FLASH | Jeudi dernier au #Chili, des #braqueurs ont jeté dix millions de pesos chiliens (soit près de 10.000 euros) sur une autoroute pendant leur course poursuite avec la police. 

👉 Les suspects ont été arrêtés.

(BFMTV) #braquage 
 https://t.co/bKnKE6787g",2022-10-24 10:31:11
Negative,0.783,1584488133382402049,0.78258497,0.1686029,0.0488121,"🇫🇷🚇 FLASH I Les syndicats RATP appellent à la grève le jeudi 10 novembre. 

👉 Objectif : « 0 métro, 0 RER ». 

(Communiqué) #Greve10novemnre",2022-10-24 10:13:04
Neutral,0.69,1584483767493632000,0.037522823,0.68959695,0.27288023,"🇨🇳🇦🇪 FLASH | Lundi dernier, la #XPeng, la voiture volante chinoise, a effectué son premier vol public à #Dubaï.

(EuroNews) #Technology

https://t.co/ZLcs9KfahF",2022-10-24 09:55:43
Negative,0.924,1584469829884706817,0.92416376,0.05872259,0.017113669,"🇮🇹 FLASH | À #Venise en #Italie, deux touristes #français ont volé une #gondole. Le propriétaire va porter plainte et leur demander le financement des réparations, environ 10 000€.

(Le Parisien) #Honte https://t.co/RpATd239kR",2022-10-24 09:00:20
Negative,0.867,1584464912730161153,0.86720675,0.10730424,0.025489027,"🇺🇸 FLASH | Dans l’Etat du #Wyoming aux #ÉtatsUnis, deux étudiants se sont fait attaquer par un #Grizzly. Les deux jeunes hommes ont été hospitalisés mais vont bien. 
  
(Le Parisien) #FaitsDivers https://t.co/OhaKKjlUTY",2022-10-24 08:40:47
Negative,0.81,1584451422581837824,0.8096233,0.13017613,0.060200572,"🇫🇷🇬🇧🇺🇸 FLASH | Paris, Londres et Washington, dans une déclaration conjointe, ont déclaré rejeter ""les allégations de la #Russie"" en prévenant que ""personne ne serait dupe"" si #Moscou faisait escalader le conflit en #Ukraine en utilisant ce prétexte.

(Officiel) #UkraineRussia https://t.co/5kcQG4iMog",2022-10-24 07:47:11
Negative,0.694,1584286360479092736,0.693776,0.2587445,0.04747958,"🌍💥 FLASH | Un #séisme de magnitude 3.9 a eu lieu ce soir à #Landévant, près de #Lorient, à 21h52. Aucun dégât n'a été déclaré.

(@LastQuake) #TremblementDeTerre https://t.co/kM9U095Kmi",2022-10-23 20:51:17
Negative,0.348,1584283173680136193,0.34841642,0.3276799,0.32390368,"🇬🇧 FLASH | Boris #Johnson renonce à être candidat pour redevenir Premier ministre, alors qu'il était pressenti pour une nouvelle candidature, et qu'il était rentré plus tôt de vacances. Rishi #Sunak est le favori pour remplacer Liz #Truzz.

(Le Parisien) #RoyaumeUni https://t.co/OTKqHrKEW5",2022-10-23 20:38:37
